belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,release_year,return,day_of_week
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",150230,en,"Captured international assassins are locked up inside a high-tech bunker known as the Killing Chamber. To break out of this concrete hell they must duel each other, fight deadly ninjas and battle against gangs of masked maniacs. And... if they survive this, they will have to confront Snakehead: the lethal, deranged top dog who will stop at nothing to kill 'em all!",3.227488,['Epic Pictures Group'],['United States of America'],2012-12-11,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,I'm going to hell when I die,Kill 'em All,5.3,2012,0.0,martes
,6000000.0,"[{'id': 37, 'name': 'Western'}]",38765,en,Cattle baron John Chisum joins forces with Billy the Kid and Pat Garrett to fight the Lincoln County land war.,3.334076,"['Batjac Productions', 'Warner Bros.']","['Mexico', 'United States of America']",1970-07-23,0.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,THE LEGEND - John Wayne is 'Chisum',Chisum,6.7,1970,0.0,jueves
,35000000.0,"[{'id': 35, 'name': 'Comedy'}]",50647,en,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",9.295078,"['Relativity Media', 'Apatow Productions', 'A Hot Dog']",['United States of America'],2012-02-23,24159934.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Leave your baggage behind,Wanderlust,5.3,2012,0.6902838285714286,jueves
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",274504,en,"Writer and Adderall enthusiast Stephen Elliott reaches a low point when his estranged father resurfaces, claiming that Stephen has fabricated much of the dark childhood that that fuels his writing. Adrift in the precarious gray area of memory, Stephen is led by three sources of inspiration: a new romance, the best friend who shares his history, and a murder trial that reminds him more than a little of his own story. Based on the memoir of the same name.",4.14228,"['RabbitBandini Productions', 'A24', 'Windowseat Films']",[],2016-04-15,13191.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The truth is a motherf_cker.,The Adderall Diaries,5.1,2016,inf,viernes
,0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",33743,en,"Young Bart Collins lives with his widowed mother Heloise. The major blight on Bart's existence is the hated piano lessons he is forced to endure under the tutelage of the autocratic Dr. Terwilliker. Bart feels that his mother has fallen under Terwilliker's sinister influence, and gripes to visiting plumber August Zabladowski, without much result. While grimly hammering away at his lessons, Bart dozes off and enters a fantastical musical dream.",3.52006,"['Columbia Pictures Corporation', 'Stanley Kramer Productions']",['United States of America'],1953-07-01,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Wonder Musical of the Future!,"The 5,000 Fingers of Dr. T.",6.7,1953,0.0,miércoles
['Superman Collection'],17000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",11411,en,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",7.990679,"['Cannon Films', 'Warner Bros.', 'London-Cannon Films', 'Golan-Globus Productions']","['United Kingdom', 'United States of America']",1987-07-23,19300000.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",Superman IV: The Quest for Peace,4.1,1987,1.1352941176470588,jueves
,3500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",339,en,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,8.291886,"['Channel Four Films', 'JVC Entertainment', 'Le Studio Canal+', 'Locus Solus Entertainment', 'Pandora Cinema', 'Pyramide Productions', 'Victor Musical Industries']","['Germany', 'Finland', 'France', 'United Kingdom', 'United States of America']",1991-10-03,2015810.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Five Taxis. Five Cities. One Night.,Night on Earth,7.5,1991,0.5759457142857143,jueves
,375000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",963,en,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",5.782544,['Warner Bros.'],['United States of America'],1941-11-18,1000000.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A story as EXPLOSIVE as his BLAZING automatics!,The Maltese Falcon,7.8,1941,2.6666666666666665,martes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",48281,en,"George Murray's fiancée Jane Gardner gets cold feet after accepting his ring, terrorized by her first wedding with Doug, who cheated that very day with their wedding coordinator. After a car crash, George finds himself 10 years in the past, just days before Doug's day.",0.820594,"['Marvista Entertainment', 'Braun Entertainment Group']",['United States of America'],2009-02-14,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"To have a future, he must undo her past...",Before You Say 'I Do',5.2,2009,0.0,sábado
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",643,ru,A dramatized account of a great Russian naval mutiny and a resulting street demonstration which brought on a police massacre. The film had an incredible impact on the development of cinema and was a masterful example of montage editing.,12.912845,"['Goskino Productions', 'Mosfilm']",['Russia'],1925-12-24,45100.0,75.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,"Revolution is the only lawful, equal, effectual war. It was in Russia that this war was declared and begu",Battleship Potemkin,7.6,1925,inf,jueves
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",24731,en,"Nearing retirement, Dabney Coleman finds that he has a disease that will kill him within days. He then finds that his life insurance only pays off if he is killed in the line of duty. In order to leave something to his wife and children, Coleman becomes supercop, ignoring danger and trying his best to get killed.",1.302083,[],[],1990-05-04,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Getting killed isn't as easy as it looks.,Short Time,6.5,1990,0.0,viernes
,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 27, 'name': 'Horror'}]",56811,en,Realizing the urban legend of their youth has actually come true; two filmmakers delve into the mystery surrounding five missing children and the real-life boogeyman linked to their disappearances.,2.065029,[],['United States of America'],2010-04-29,35456.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Truth is Terrifying.,Cropsey,6.1,2010,inf,jueves
,0.0,"[{'id': 35, 'name': 'Comedy'}]",23001,en,"Twenty-three years after scoring the winning touchdown for his college football team mild-mannered Harold Diddlebock, who has been stuck in a dull, dead-end book-keeping job for years, is let go by his pompous boss, advertising tycoon J.E. Wagglebury, with nothing but a tiny pension.",0.557728,['United Artists'],['United States of America'],1947-04-04,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Yes Sir! Wednesday was WILD! Wednesday was RUGGED! THE WILDEST WACKIEST MOST HILARIOUS AND COMPLETELY BOLLIXED-UP DAY YOU EVER HEARD OF!,The Sin of Harold Diddlebock,6.6,1947,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}]",99977,en,When a police department's burglary task force is facing the possibility of being shut down because of their low conviction rate decides to try a new approach to apprehending their targets. They take over a pawn shop where thieves go to unload their merchandise. They record them as they bring stuff in and get them to tell them where they got it. Eventually they're threatened by the mob.,0.215778,['Rastar Pictures'],[],1979-08-10,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can't turn this mob over to the cops. They are the cops.,Hot Stuff,7.8,1979,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}]",24254,en,"In the later 1960s, two hippies are forced to leave their friends as they are wanted by the FBI, who sees them as criminals. They hide in the jungle for 20 years, secluded from the outside world. In the later 1980s, the find out that a secret war is about to start in the US, and decide to return to New York to tell someone about it.",0.453698,"['Aaron Russo Productions', 'Cineplex-Odeon Films']",['United States of America'],1989-08-16,3169719.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They came back after 20 years to find nobody wants to save the world-- They just want to buy it.,Rude Awakening,4.1,1989,inf,miércoles
,0.0,"[{'id': 99, 'name': 'Documentary'}]",257249,en,A documentary that explores the potential dangers of toxic chemicals in consumer products and the recent spike in unexplained health phenomena.,1.108435,['KTF Films'],['United States of America'],2013-11-23,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the lab.,The Human Experiment,6.0,2013,0.0,sábado
,0.0,"[{'id': 18, 'name': 'Drama'}]",41653,sv,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",1.764582,"['SVT Drama', 'Nordisk Film', 'Svensk Filmindustri (SF)', 'Svenska Filminstitutet (SFI)']","['Denmark', 'Sweden']",1993-09-24,0.0,102.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,"If growing up were easy, everybody would do it.",The Slingshot,6.2,1993,0.0,viernes
,2000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",10656,fr,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals. Despite being pursued by the henchmen, Fred finds the time to flirt with Héléna, blow a safe, rob a train, evade the hapless Metro police, and start a rock band",8.066663,['Gaumont'],['France'],1985-04-10,390659.0,104.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,An underground story where lives intertwine,Subway,6.3,1985,0.1953295,miércoles
,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",28638,ja,"Wada (Masahiro Motoki), a salary man, is enlisted to venture off to China to investigate a potential Jade mine. After his arrival, Wada encounters a violent, yet sentimental, yakuza (Renji Ishibashi), who takes the liberty of joining his adventure through China. Led on their long and disastrous journey to the mine by Shen, the three men come across something even more magical and enticing...",2.524187,"['Sedic', 'Excellent Film']",['Japan'],1998-06-10,0.0,118.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The children of the sky,The Bird People in China,7.0,1998,0.0,miércoles
,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",47904,fr,"After losing their family home in Algeria in the 1920s, three brothers and their mother are scattered across the globe. Messaoud joins the French army fighting in Indochina; Abdelkader becomes a leader of the Algerian independence movement in France and Saïd moves to Paris to make his fortune in the shady clubs and boxing halls of Pigalle.",1.170864,"['France 3 Cinéma', 'Studio Canal', 'Agence Algérienne pour le Rayonnement Culturel (AARC)', 'EPTV', 'Kiss Films', 'Novak Production', 'Radio Télévision Belge Francophone (RTBF)']","['France', 'Algeria', 'Belgium']",2010-09-21,0.0,137.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Three brothers. One destiny. Freedom at all costs.,Outside the Law,6.5,2010,0.0,martes
,0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",84204,en,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!",9.609614,"['Irish Film Board', 'Samson Films', 'Forward Films', 'High Treason Productions', 'Nvizible']","['Ireland', 'United Kingdom']",2012-08-10,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"For the locals on Erin Island, it's last orders.",Grabbers,6.0,2012,0.0,viernes
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",28820,en,"A marine biologist, a dolphin trainer, a research scientist, and a local sheriff try to hunt down a large sea monster, a shark/octopus hybrid, that is devouring swimmers and fishermen off a south Florida coast.",0.694882,"['National Cinematografica', 'Les Films du Griffon', 'Nuova Dania Cinematografica', 'Filmes International']","['France', 'Italy']",1984-09-07,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sink your teeth into pure terror!,Devilfish,3.6,1984,0.0,viernes
